#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,degT,hPa,degC,degC,degC,nmi,hPa,ft
2022,3,5,6,56,MM,MM,MM,2.1,13,9.5,321,MM,MM,25,MM,MM,MM,MM
2022,3,5,6,26,MM,MM,MM,2.1,14,10,314,MM,MM,25.1,MM,MM,MM,MM
2022,3,5,5,56,MM,MM,MM,2.2,14,9.8,319,MM,MM,25.1,MM,MM,MM,MM
2022,3,5,5,26,MM,MM,MM,2.2,14,9.8,312,MM,MM,25.1,MM,MM,MM,MM
2022,3,5,4,56,MM,MM,MM,2,14,9.5,314,MM,MM,25.1,MM,MM,MM,MM
2022,3,5,4,26,MM,MM,MM,2.1,15,10,319,MM,MM,25.1,MM,MM,MM,MM
2022,3,5,3,56,MM,MM,MM,2,14,9.6,321,MM,MM,25.2,MM,MM,MM,MM
2022,3,5,3,26,MM,MM,MM,2.1,14,9.6,317,MM,MM,25.2,MM,MM,MM,MM
2022,3,5,2,56,MM,MM,MM,2.3,14,9.8,317,MM,MM,25.2,MM,MM,MM,MM
2022,3,5,2,26,MM,MM,MM,2.2,14,9.9,319,MM,MM,25.2,MM,MM,MM,MM
2022,3,5,1,56,MM,MM,MM,2.2,13,9.3,319,MM,MM,25.2,MM,MM,MM,MM
2022,3,5,1,26,MM,MM,MM,2.2,14,9.8,318,MM,MM,25.1,MM,MM,MM,MM
2022,3,5,0,56,MM,MM,MM,2.4,14,10.3,315,MM,MM,25.2,MM,MM,MM,MM
2022,3,5,0,26,MM,MM,MM,2.2,13,9.7,312,MM,MM,25.2,MM,MM,MM,MM
2022,3,4,23,56,MM,MM,MM,2.3,14,9.7,319,MM,MM,25.2,MM,MM,MM,MM
2022,3,4,23,26,MM,MM,MM,2.1,14,9.1,322,MM,MM,25.1,MM,MM,MM,MM
2022,3,4,22,56,MM,MM,MM,2.2,14,9.5,319,MM,MM,25.1,MM,MM,MM,MM
2022,3,4,22,26,MM,MM,MM,2.2,14,9.5,328,MM,MM,25.1,MM,MM,MM,MM
2022,3,4,21,56,MM,MM,MM,2.1,14,9,326,MM,MM,25.1,MM,MM,MM,MM
2022,3,4,21,26,MM,MM,MM,2.3,13,9.9,328,MM,MM,25.1,MM,MM,MM,MM
2022,3,4,20,56,MM,MM,MM,2.4,11,9.8,352,MM,MM,25.1,MM,MM,MM,MM
2022,3,4,20,26,MM,MM,MM,2.4,13,10,318,MM,MM,25.1,MM,MM,MM,MM
2022,3,4,19,56,MM,MM,MM,2.5,14,10,311,MM,MM,25.1,MM,MM,MM,MM
2022,3,4,19,26,MM,MM,MM,2.4,14,9.6,312,MM,MM,25,MM,MM,MM,MM
2022,3,4,18,56,MM,MM,MM,2.3,13,9.6,312,MM,MM,25,MM,MM,MM,MM
2022,3,4,18,26,MM,MM,MM,2.4,13,9.4,312,MM,MM,25,MM,MM,MM,MM
2022,3,4,17,56,MM,MM,MM,2.2,14,9.4,310,MM,MM,25,MM,MM,MM,MM
2022,3,4,17,26,MM,MM,MM,2.6,14,10.1,314,MM,MM,25,MM,MM,MM,MM
2022,3,4,16,56,MM,MM,MM,2.4,14,9.6,312,MM,MM,25,MM,MM,MM,MM
2022,3,4,16,26,MM,MM,MM,2.4,14,10,317,MM,MM,25,MM,MM,MM,MM
2022,3,4,15,56,MM,MM,MM,2.5,14,10.4,318,MM,MM,25,MM,MM,MM,MM
2022,3,4,15,26,MM,MM,MM,2.4,13,10.1,314,MM,MM,25,MM,MM,MM,MM
2022,3,4,14,56,MM,MM,MM,2.5,14,10,310,MM,MM,24.9,MM,MM,MM,MM
2022,3,4,14,26,MM,MM,MM,2.4,14,10.2,312,MM,MM,24.9,MM,MM,MM,MM
2022,3,4,13,56,MM,MM,MM,2.4,14,10.2,322,MM,MM,25,MM,MM,MM,MM
2022,3,4,13,26,MM,MM,MM,2.3,14,9.8,314,MM,MM,24.9,MM,MM,MM,MM
2022,3,4,12,56,MM,MM,MM,2.2,14,9.5,325,MM,MM,24.9,MM,MM,MM,MM
2022,3,4,12,26,MM,MM,MM,2.3,14,9.9,318,MM,MM,24.9,MM,MM,MM,MM
2022,3,4,11,56,MM,MM,MM,2.3,15,10.1,318,MM,MM,24.9,MM,MM,MM,MM
2022,3,4,11,26,MM,MM,MM,2.2,15,9.9,325,MM,MM,24.9,MM,MM,MM,MM
2022,3,4,10,56,MM,MM,MM,2,15,9.5,319,MM,MM,25,MM,MM,MM,MM
2022,3,4,10,26,MM,MM,MM,1.9,14,9.6,321,MM,MM,25,MM,MM,MM,MM
2022,3,4,9,56,MM,MM,MM,2,15,9.8,318,MM,MM,25.1,MM,MM,MM,MM
2022,3,4,9,26,MM,MM,MM,1.8,15,8.8,317,MM,MM,25.1,MM,MM,MM,MM
2022,3,4,8,56,MM,MM,MM,1.8,15,9.1,319,MM,MM,25.1,MM,MM,MM,MM
2022,3,4,8,26,MM,MM,MM,1.8,14,9.2,318,MM,MM,25.1,MM,MM,MM,MM
2022,3,4,7,56,MM,MM,MM,1.9,15,9,314,MM,MM,25.1,MM,MM,MM,MM
2022,3,4,7,26,MM,MM,MM,1.8,14,8.7,315,MM,MM,25.1,MM,MM,MM,MM
2022,3,4,6,56,MM,MM,MM,1.7,15,8.3,318,MM,MM,25.1,MM,MM,MM,MM
2022,3,4,6,26,MM,MM,MM,1.7,15,8.1,324,MM,MM,25.1,MM,MM,MM,MM
2022,3,4,5,56,MM,MM,MM,1.8,17,8.2,319,MM,MM,25.2,MM,MM,MM,MM
2022,3,4,5,26,MM,MM,MM,1.6,15,8.1,303,MM,MM,25.2,MM,MM,MM,MM
2022,3,4,4,56,MM,MM,MM,1.7,15,8.2,310,MM,MM,25.2,MM,MM,MM,MM
2022,3,4,4,26,MM,MM,MM,1.5,15,8,310,MM,MM,25.2,MM,MM,MM,MM
2022,3,4,3,56,MM,MM,MM,1.4,17,8.2,311,MM,MM,25.3,MM,MM,MM,MM
2022,3,4,3,26,MM,MM,MM,1.4,17,8.4,308,MM,MM,25.2,MM,MM,MM,MM
2022,3,4,2,56,MM,MM,MM,1.4,17,8.6,311,MM,MM,25.2,MM,MM,MM,MM
2022,3,4,2,26,MM,MM,MM,1.3,17,8.3,303,MM,MM,25.3,MM,MM,MM,MM
2022,3,4,1,56,MM,MM,MM,1.4,10,8.1,349,MM,MM,25.4,MM,MM,MM,MM
2022,3,4,1,26,MM,MM,MM,1.4,17,8.3,311,MM,MM,25.4,MM,MM,MM,MM
2022,3,4,0,56,MM,MM,MM,1.3,17,8.3,318,MM,MM,25.4,MM,MM,MM,MM
2022,3,4,0,26,MM,MM,MM,1.4,11,8.5,3,MM,MM,25.6,MM,MM,MM,MM
2022,3,3,23,56,MM,MM,MM,1.2,11,8.1,357,MM,MM,25.5,MM,MM,MM,MM
2022,3,3,23,26,MM,MM,MM,1.4,10,8.5,356,MM,MM,25.7,MM,MM,MM,MM
2022,3,3,22,56,MM,MM,MM,1.2,11,8.3,0,MM,MM,25.9,MM,MM,MM,MM
2022,3,3,22,26,MM,MM,MM,1.3,11,8.4,352,MM,MM,25.8,MM,MM,MM,MM
2022,3,3,21,56,MM,MM,MM,1.2,11,8.3,332,MM,MM,25.7,MM,MM,MM,MM
2022,3,3,21,26,MM,MM,MM,1.1,11,8.4,338,MM,MM,25.5,MM,MM,MM,MM
2022,3,3,20,56,MM,MM,MM,1.1,11,8.1,345,MM,MM,25.2,MM,MM,MM,MM
2022,3,3,20,26,MM,MM,MM,1.3,11,8.8,332,MM,MM,25,MM,MM,MM,MM
2022,3,3,19,56,MM,MM,MM,1.2,11,8.1,7,MM,MM,25,MM,MM,MM,MM
2022,3,3,19,26,MM,MM,MM,1.2,11,7.8,338,MM,MM,25,MM,MM,MM,MM
2022,3,3,18,56,MM,MM,MM,1.3,11,7.9,329,MM,MM,25,MM,MM,MM,MM
2022,3,3,18,26,MM,MM,MM,1.3,11,8,350,MM,MM,25,MM,MM,MM,MM
2022,3,3,17,56,MM,MM,MM,1.3,11,8.3,338,MM,MM,25,MM,MM,MM,MM
2022,3,3,17,26,MM,MM,MM,1.3,11,7.9,348,MM,MM,25,MM,MM,MM,MM
2022,3,3,16,56,MM,MM,MM,1.3,11,7.9,342,MM,MM,25,MM,MM,MM,MM
2022,3,3,16,26,MM,MM,MM,1.3,11,8,339,MM,MM,25,MM,MM,MM,MM
2022,3,3,15,56,MM,MM,MM,1.3,11,7.9,338,MM,MM,25,MM,MM,MM,MM
2022,3,3,15,26,MM,MM,MM,1.2,11,7.6,322,MM,MM,25,MM,MM,MM,MM
2022,3,3,14,56,MM,MM,MM,1.2,12,7.4,325,MM,MM,25,MM,MM,MM,MM
2022,3,3,14,26,MM,MM,MM,1.3,11,7.5,333,MM,MM,25,MM,MM,MM,MM
2022,3,3,13,56,MM,MM,MM,1.2,11,7.5,332,MM,MM,25,MM,MM,MM,MM
2022,3,3,13,26,MM,MM,MM,1.2,11,7.6,324,MM,MM,25,MM,MM,MM,MM
2022,3,3,12,56,MM,MM,MM,1.3,12,7.8,311,MM,MM,25,MM,MM,MM,MM
2022,3,3,12,26,MM,MM,MM,1.3,10,8,338,MM,MM,25,MM,MM,MM,MM
2022,3,3,11,56,MM,MM,MM,1.4,11,7.8,325,MM,MM,25.1,MM,MM,MM,MM
2022,3,3,11,26,MM,MM,MM,1.3,11,7.8,325,MM,MM,25.1,MM,MM,MM,MM
2022,3,3,10,56,MM,MM,MM,1.2,10,7.2,0,MM,MM,25.1,MM,MM,MM,MM
2022,3,3,10,26,MM,MM,MM,1.3,9,7.8,7,MM,MM,25.1,MM,MM,MM,MM
2022,3,3,9,56,MM,MM,MM,1.4,12,8.2,335,MM,MM,25.1,MM,MM,MM,MM
2022,3,3,9,26,MM,MM,MM,1.3,11,7.8,335,MM,MM,25.1,MM,MM,MM,MM
2022,3,3,8,56,MM,MM,MM,1.2,12,7.7,342,MM,MM,25.1,MM,MM,MM,MM
2022,3,3,8,26,MM,MM,MM,1.2,11,7.7,348,MM,MM,25.2,MM,MM,MM,MM
2022,3,3,7,56,MM,MM,MM,1.3,11,7.7,345,MM,MM,25.3,MM,MM,MM,MM
2022,3,3,7,26,MM,MM,MM,1.4,12,8.1,329,MM,MM,25.3,MM,MM,MM,MM
2022,3,3,6,56,MM,MM,MM,1.5,12,7.8,315,MM,MM,25.3,MM,MM,MM,MM
2022,3,3,6,26,MM,MM,MM,1.5,12,7.9,328,MM,MM,25.3,MM,MM,MM,MM
2022,3,3,5,56,MM,MM,MM,1.5,11,8,350,MM,MM,25.3,MM,MM,MM,MM
2022,3,3,5,26,MM,MM,MM,1.5,13,8.1,326,MM,MM,25.3,MM,MM,MM,MM
2022,3,3,4,56,MM,MM,MM,1.4,12,7.7,322,MM,MM,25.4,MM,MM,MM,MM
2022,3,3,4,26,MM,MM,MM,1.5,11,7.8,335,MM,MM,25.3,MM,MM,MM,MM
2022,3,3,3,56,MM,MM,MM,1.5,12,7.9,321,MM,MM,25.3,MM,MM,MM,MM
2022,3,3,3,26,MM,MM,MM,1.5,12,8,318,MM,MM,25.4,MM,MM,MM,MM
2022,3,3,2,56,MM,MM,MM,1.5,11,8.1,324,MM,MM,25.4,MM,MM,MM,MM
2022,3,3,2,26,MM,MM,MM,1.5,12,8,317,MM,MM,25.4,MM,MM,MM,MM
2022,3,3,1,56,MM,MM,MM,1.5,12,8.2,321,MM,MM,25.5,MM,MM,MM,MM
2022,3,3,1,26,MM,MM,MM,1.6,12,8.1,331,MM,MM,25.7,MM,MM,MM,MM
2022,3,3,0,56,MM,MM,MM,1.5,12,8.3,333,MM,MM,25.7,MM,MM,MM,MM
2022,3,3,0,26,MM,MM,MM,1.6,10,8.2,348,MM,MM,25.5,MM,MM,MM,MM
2022,3,2,23,56,MM,MM,MM,1.8,11,8.6,332,MM,MM,25.5,MM,MM,MM,MM
2022,3,2,23,26,MM,MM,MM,1.7,11,8.3,340,MM,MM,25.6,MM,MM,MM,MM
2022,3,2,22,56,MM,MM,MM,1.5,12,7.9,340,MM,MM,26,MM,MM,MM,MM
2022,3,2,22,26,MM,MM,MM,1.4,11,7.7,345,MM,MM,25.8,MM,MM,MM,MM
2022,3,2,21,56,MM,MM,MM,1.5,13,7.9,331,MM,MM,25.6,MM,MM,MM,MM
2022,3,2,21,26,MM,MM,MM,1.6,12,8.4,329,MM,MM,25.5,MM,MM,MM,MM
2022,3,2,20,56,MM,MM,MM,1.5,12,8.1,338,MM,MM,25.3,MM,MM,MM,MM
2022,3,2,20,26,MM,MM,MM,1.6,11,8.4,335,MM,MM,25.3,MM,MM,MM,MM
2022,3,2,19,56,MM,MM,MM,1.6,11,8,342,MM,MM,25.2,MM,MM,MM,MM
2022,3,2,19,26,MM,MM,MM,1.6,11,8.2,333,MM,MM,25,MM,MM,MM,MM
2022,3,2,18,56,MM,MM,MM,1.7,11,8.1,324,MM,MM,24.9,MM,MM,MM,MM
2022,3,2,18,26,MM,MM,MM,1.7,11,8,336,MM,MM,24.9,MM,MM,MM,MM
2022,3,2,17,56,MM,MM,MM,1.7,12,8.1,332,MM,MM,24.9,MM,MM,MM,MM
2022,3,2,17,26,MM,MM,MM,1.7,12,8.1,332,MM,MM,24.9,MM,MM,MM,MM
2022,3,2,16,56,MM,MM,MM,1.7,12,8.3,318,MM,MM,24.9,MM,MM,MM,MM
2022,3,2,16,26,MM,MM,MM,1.6,12,7.9,322,MM,MM,24.9,MM,MM,MM,MM
2022,3,2,15,56,MM,MM,MM,1.7,11,8.2,333,MM,MM,24.9,MM,MM,MM,MM
2022,3,2,15,26,MM,MM,MM,1.7,12,8.2,326,MM,MM,24.9,MM,MM,MM,MM
2022,3,2,14,56,MM,MM,MM,1.7,11,8.1,333,MM,MM,24.9,MM,MM,MM,MM
2022,3,2,14,26,MM,MM,MM,1.9,12,8.6,329,MM,MM,24.9,MM,MM,MM,MM
2022,3,2,13,56,MM,MM,MM,1.7,11,8,331,MM,MM,24.9,MM,MM,MM,MM
2022,3,2,13,26,MM,MM,MM,1.8,13,8.3,328,MM,MM,24.9,MM,MM,MM,MM
2022,3,2,12,56,MM,MM,MM,1.6,12,8.2,329,MM,MM,25,MM,MM,MM,MM
2022,3,2,12,26,MM,MM,MM,1.7,12,8.4,318,MM,MM,25,MM,MM,MM,MM
2022,3,2,11,56,MM,MM,MM,1.7,11,8.5,329,MM,MM,25,MM,MM,MM,MM
2022,3,2,11,26,MM,MM,MM,1.7,11,8.4,331,MM,MM,25,MM,MM,MM,MM
2022,3,2,10,56,MM,MM,MM,1.7,13,8.7,329,MM,MM,25,MM,MM,MM,MM
2022,3,2,10,26,MM,MM,MM,1.7,12,8.3,324,MM,MM,25,MM,MM,MM,MM
2022,3,2,9,56,MM,MM,MM,1.7,13,8.6,329,MM,MM,24.9,MM,MM,MM,MM
2022,3,2,9,26,MM,MM,MM,1.7,13,8.4,329,MM,MM,24.9,MM,MM,MM,MM
2022,3,2,8,56,MM,MM,MM,1.5,13,8.2,333,MM,MM,25,MM,MM,MM,MM
2022,3,2,8,26,MM,MM,MM,1.7,12,8.5,325,MM,MM,25,MM,MM,MM,MM
2022,3,2,7,56,MM,MM,MM,1.6,12,8.6,321,MM,MM,25,MM,MM,MM,MM
2022,3,2,7,26,MM,MM,MM,1.6,13,8.4,329,MM,MM,25,MM,MM,MM,MM
2022,3,2,6,56,MM,MM,MM,1.7,13,8.5,318,MM,MM,25,MM,MM,MM,MM
2022,3,2,6,26,MM,MM,MM,1.9,12,9,318,MM,MM,25.1,MM,MM,MM,MM
2022,3,2,5,56,MM,MM,MM,1.6,13,8.5,318,MM,MM,25.1,MM,MM,MM,MM
2022,3,2,5,26,MM,MM,MM,1.7,13,8.1,308,MM,MM,25.1,MM,MM,MM,MM
2022,3,2,4,56,MM,MM,MM,1.7,13,8.3,321,MM,MM,25.1,MM,MM,MM,MM
2022,3,2,4,26,MM,MM,MM,1.7,11,7.8,325,MM,MM,25.1,MM,MM,MM,MM
2022,3,2,3,56,MM,MM,MM,1.8,13,8.1,315,MM,MM,25.1,MM,MM,MM,MM
2022,3,2,3,26,MM,MM,MM,1.9,13,8.4,312,MM,MM,25.1,MM,MM,MM,MM
2022,3,2,2,56,MM,MM,MM,1.6,12,7.3,328,MM,MM,25.2,MM,MM,MM,MM
2022,3,2,2,26,MM,MM,MM,1.7,13,7.3,312,MM,MM,25.2,MM,MM,MM,MM
2022,3,2,1,56,MM,MM,MM,1.9,13,7.8,312,MM,MM,25.2,MM,MM,MM,MM
2022,3,2,1,26,MM,MM,MM,1.8,12,7.7,328,MM,MM,25.2,MM,MM,MM,MM
2022,3,2,0,56,MM,MM,MM,1.8,12,8.1,325,MM,MM,25.3,MM,MM,MM,MM
2022,3,2,0,26,MM,MM,MM,1.9,13,8.2,314,MM,MM,25.3,MM,MM,MM,MM
2022,3,1,23,56,MM,MM,MM,1.7,13,7.8,319,MM,MM,25.2,MM,MM,MM,MM
2022,3,1,23,26,MM,MM,MM,1.7,13,8.2,324,MM,MM,25.3,MM,MM,MM,MM
2022,3,1,22,56,MM,MM,MM,1.9,13,8.6,322,MM,MM,25.3,MM,MM,MM,MM
2022,3,1,22,26,MM,MM,MM,1.8,13,8.7,318,MM,MM,25.3,MM,MM,MM,MM
2022,3,1,21,56,MM,MM,MM,1.8,13,8.2,331,MM,MM,25.2,MM,MM,MM,MM
2022,3,1,21,26,MM,MM,MM,1.7,13,7.9,326,MM,MM,25.2,MM,MM,MM,MM
2022,3,1,20,56,MM,MM,MM,1.9,11,8.4,335,MM,MM,25.1,MM,MM,MM,MM
2022,3,1,20,26,MM,MM,MM,2.1,11,8.7,339,MM,MM,25.1,MM,MM,MM,MM
2022,3,1,19,56,MM,MM,MM,2.2,11,8.9,335,MM,MM,25,MM,MM,MM,MM
2022,3,1,19,26,MM,MM,MM,2.2,13,8.5,326,MM,MM,25,MM,MM,MM,MM
2022,3,1,18,56,MM,MM,MM,2.1,13,8.4,326,MM,MM,24.9,MM,MM,MM,MM
2022,3,1,18,26,MM,MM,MM,2.1,13,7.9,324,MM,MM,24.9,MM,MM,MM,MM
2022,3,1,17,56,MM,MM,MM,2.3,12,8.3,325,MM,MM,24.9,MM,MM,MM,MM
2022,3,1,17,26,MM,MM,MM,2.1,13,8.1,321,MM,MM,24.9,MM,MM,MM,MM
2022,3,1,16,56,MM,MM,MM,1.9,13,8.1,332,MM,MM,24.9,MM,MM,MM,MM
2022,3,1,16,26,MM,MM,MM,2.2,13,9,329,MM,MM,25,MM,MM,MM,MM
2022,3,1,15,56,MM,MM,MM,2,11,8.7,328,MM,MM,24.9,MM,MM,MM,MM
2022,3,1,15,26,MM,MM,MM,2,13,8.9,329,MM,MM,25,MM,MM,MM,MM
2022,3,1,14,56,MM,MM,MM,2.1,11,9,319,MM,MM,25,MM,MM,MM,MM
2022,3,1,14,26,MM,MM,MM,2.1,12,9.4,324,MM,MM,25,MM,MM,MM,MM
2022,3,1,13,56,MM,MM,MM,2.1,13,9.3,329,MM,MM,25,MM,MM,MM,MM
2022,3,1,13,26,MM,MM,MM,1.9,13,8.9,317,MM,MM,25,MM,MM,MM,MM
2022,3,1,12,56,MM,MM,MM,1.8,13,9.3,326,MM,MM,25,MM,MM,MM,MM
2022,3,1,12,26,MM,MM,MM,1.9,13,9.6,310,MM,MM,25,MM,MM,MM,MM
2022,3,1,11,56,MM,MM,MM,1.9,12,9.5,326,MM,MM,25,MM,MM,MM,MM
2022,3,1,11,26,MM,MM,MM,1.9,13,9.4,321,MM,MM,25,MM,MM,MM,MM
2022,3,1,10,56,MM,MM,MM,1.7,12,9.6,325,MM,MM,25,MM,MM,MM,MM
2022,3,1,10,26,MM,MM,MM,1.7,13,9.7,319,MM,MM,25,MM,MM,MM,MM
2022,3,1,9,56,MM,MM,MM,1.8,13,9.9,325,MM,MM,25,MM,MM,MM,MM
2022,3,1,9,26,MM,MM,MM,1.7,13,9.6,332,MM,MM,25,MM,MM,MM,MM
2022,3,1,8,56,MM,MM,MM,1.7,13,10,322,MM,MM,25,MM,MM,MM,MM
2022,3,1,8,26,MM,MM,MM,1.7,13,9.3,326,MM,MM,25,MM,MM,MM,MM
2022,3,1,7,56,MM,MM,MM,1.7,13,9.6,322,MM,MM,25,MM,MM,MM,MM
2022,3,1,7,26,MM,MM,MM,1.6,13,9.6,335,MM,MM,25,MM,MM,MM,MM
2022,3,1,6,56,MM,MM,MM,1.8,13,10.4,322,MM,MM,25,MM,MM,MM,MM
2022,3,1,6,26,MM,MM,MM,1.6,13,9.9,329,MM,MM,25,MM,MM,MM,MM
2022,3,1,5,56,MM,MM,MM,1.6,13,9.5,321,MM,MM,25,MM,MM,MM,MM
2022,3,1,5,26,MM,MM,MM,1.7,13,10,305,MM,MM,25,MM,MM,MM,MM
2022,3,1,4,56,MM,MM,MM,1.7,13,9.6,314,MM,MM,25.1,MM,MM,MM,MM
2022,3,1,4,26,MM,MM,MM,1.7,13,9.7,305,MM,MM,25.1,MM,MM,MM,MM
2022,3,1,3,56,MM,MM,MM,1.8,13,10.1,304,MM,MM,25.2,MM,MM,MM,MM
2022,3,1,3,26,MM,MM,MM,1.6,14,9.8,305,MM,MM,25.2,MM,MM,MM,MM
2022,3,1,2,56,MM,MM,MM,1.7,14,10,311,MM,MM,25.2,MM,MM,MM,MM
2022,3,1,2,26,MM,MM,MM,1.6,13,9.9,291,MM,MM,25.2,MM,MM,MM,MM
2022,3,1,1,56,MM,MM,MM,1.8,13,10.1,312,MM,MM,25.2,MM,MM,MM,MM
2022,3,1,1,26,MM,MM,MM,1.6,14,9.8,301,MM,MM,25.2,MM,MM,MM,MM
2022,3,1,0,56,MM,MM,MM,1.6,14,9.1,315,MM,MM,25.1,MM,MM,MM,MM
2022,3,1,0,26,MM,MM,MM,1.6,13,9,290,MM,MM,25.1,MM,MM,MM,MM
2022,2,28,23,56,MM,MM,MM,1.7,14,9.3,294,MM,MM,25.1,MM,MM,MM,MM
2022,2,28,22,56,MM,MM,MM,1.8,14,9.8,314,MM,MM,25.1,MM,MM,MM,MM
2022,2,28,22,26,MM,MM,MM,1.7,14,9.6,298,MM,MM,25,MM,MM,MM,MM
2022,2,28,21,56,MM,MM,MM,1.7,13,9.8,319,MM,MM,25,MM,MM,MM,MM
2022,2,28,21,26,MM,MM,MM,1.5,14,9.6,298,MM,MM,25,MM,MM,MM,MM
2022,2,28,20,56,MM,MM,MM,1.7,14,10.2,310,MM,MM,25,MM,MM,MM,MM
2022,2,28,20,26,MM,MM,MM,1.7,14,9.8,317,MM,MM,25,MM,MM,MM,MM
2022,2,28,19,56,MM,MM,MM,1.6,14,9.8,300,MM,MM,25,MM,MM,MM,MM
2022,2,28,19,26,MM,MM,MM,1.7,14,9.8,307,MM,MM,25,MM,MM,MM,MM
2022,2,28,18,56,MM,MM,MM,1.8,13,10.6,305,MM,MM,25,MM,MM,MM,MM
2022,2,28,18,26,MM,MM,MM,1.6,14,10.4,304,MM,MM,25,MM,MM,MM,MM
2022,2,28,17,56,MM,MM,MM,1.8,14,10.4,312,MM,MM,25,MM,MM,MM,MM
2022,2,28,17,26,MM,MM,MM,1.8,14,9.9,301,MM,MM,25,MM,MM,MM,MM
2022,2,28,16,56,MM,MM,MM,1.7,13,9.8,319,MM,MM,25,MM,MM,MM,MM
2022,2,28,16,26,MM,MM,MM,2.2,13,10.7,315,MM,MM,25,MM,MM,MM,MM
2022,2,28,15,56,MM,MM,MM,2,13,10.2,307,MM,MM,25,MM,MM,MM,MM
2022,2,28,15,26,MM,MM,MM,2.1,14,10.6,308,MM,MM,25,MM,MM,MM,MM
2022,2,28,14,56,MM,MM,MM,2,14,10.4,311,MM,MM,25,MM,MM,MM,MM
2022,2,28,14,26,MM,MM,MM,2.4,14,11,318,MM,MM,25,MM,MM,MM,MM
2022,2,28,13,56,MM,MM,MM,1.9,13,10.5,314,MM,MM,25,MM,MM,MM,MM
2022,2,28,13,26,MM,MM,MM,2,14,10.8,311,MM,MM,25,MM,MM,MM,MM
2022,2,28,12,56,MM,MM,MM,1.9,14,10.7,310,MM,MM,25,MM,MM,MM,MM
2022,2,28,12,26,MM,MM,MM,2.1,14,11.1,300,MM,MM,25,MM,MM,MM,MM
2022,2,28,11,56,MM,MM,MM,2.2,14,11.1,310,MM,MM,25,MM,MM,MM,MM
2022,2,28,11,26,MM,MM,MM,1.9,13,10.6,312,MM,MM,25,MM,MM,MM,MM
2022,2,28,10,56,MM,MM,MM,2.3,13,11.5,318,MM,MM,25,MM,MM,MM,MM
2022,2,28,10,26,MM,MM,MM,2,14,10.7,319,MM,MM,25,MM,MM,MM,MM
2022,2,28,9,56,MM,MM,MM,2.1,13,11,315,MM,MM,25,MM,MM,MM,MM
2022,2,28,9,26,MM,MM,MM,2.1,14,10.9,318,MM,MM,25,MM,MM,MM,MM
2022,2,28,8,56,MM,MM,MM,2.1,14,11.2,310,MM,MM,25,MM,MM,MM,MM
2022,2,28,8,26,MM,MM,MM,2.2,14,11.3,312,MM,MM,25,MM,MM,MM,MM
2022,2,28,7,56,MM,MM,MM,2.1,14,10.7,312,MM,MM,25,MM,MM,MM,MM
2022,2,28,7,26,MM,MM,MM,1.9,14,10,312,MM,MM,25,MM,MM,MM,MM
2022,2,28,6,56,MM,MM,MM,2.3,14,11.3,318,MM,MM,25,MM,MM,MM,MM
2022,2,28,6,26,MM,MM,MM,2.1,14,10.7,314,MM,MM,25,MM,MM,MM,MM
2022,2,28,5,56,MM,MM,MM,2.4,14,11.3,312,MM,MM,25.1,MM,MM,MM,MM
2022,2,28,5,26,MM,MM,MM,2.4,14,10.9,310,MM,MM,25.1,MM,MM,MM,MM
2022,2,28,4,56,MM,MM,MM,2.5,14,10.9,304,MM,MM,25.1,MM,MM,MM,MM
2022,2,28,4,26,MM,MM,MM,2.4,14,10.9,315,MM,MM,25.1,MM,MM,MM,MM
2022,2,28,3,56,MM,MM,MM,2.5,14,10.7,301,MM,MM,25.2,MM,MM,MM,MM
2022,2,28,3,26,MM,MM,MM,2.4,14,11,304,MM,MM,25.2,MM,MM,MM,MM
2022,2,28,2,56,MM,MM,MM,2.5,15,11.2,305,MM,MM,25.2,MM,MM,MM,MM
2022,2,28,2,26,MM,MM,MM,2.3,15,11,294,MM,MM,25.3,MM,MM,MM,MM
2022,2,28,1,56,MM,MM,MM,2.6,15,11.6,310,MM,MM,25.4,MM,MM,MM,MM
2022,2,28,1,26,MM,MM,MM,2.5,14,11.5,308,MM,MM,25.5,MM,MM,MM,MM
2022,2,28,0,56,MM,MM,MM,2.3,13,11.1,311,MM,MM,25.5,MM,MM,MM,MM
2022,2,28,0,26,MM,MM,MM,2.2,15,11.1,301,MM,MM,25.6,MM,MM,MM,MM
2022,2,27,23,56,MM,MM,MM,2.1,13,10.8,298,MM,MM,25.5,MM,MM,MM,MM
2022,2,27,23,26,MM,MM,MM,2.4,15,11.4,311,MM,MM,25.5,MM,MM,MM,MM
2022,2,27,22,56,MM,MM,MM,2.3,14,11.4,314,MM,MM,25.3,MM,MM,MM,MM
2022,2,27,22,26,MM,MM,MM,2.4,15,11.4,300,MM,MM,25.3,MM,MM,MM,MM
2022,2,27,21,56,MM,MM,MM,2.2,15,11.5,305,MM,MM,25.2,MM,MM,MM,MM
2022,2,27,21,26,MM,MM,MM,2.2,15,11.3,310,MM,MM,25.3,MM,MM,MM,MM
2022,2,27,20,56,MM,MM,MM,2.3,14,11.9,304,MM,MM,25.1,MM,MM,MM,MM
2022,2,27,20,26,MM,MM,MM,2.4,13,11.7,308,MM,MM,25.2,MM,MM,MM,MM
